match,away_team,home_team,player_name,line,over_price,under_price,market_name,agency
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Ben Williamson,0.5,1.8,1.95,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Ben Williamson,0.5,1.8,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Ben Williamson,1.5,6,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Ben Williamson,2.5,31,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,CJ Abrams,0.5,1.36,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,CJ Abrams,1.5,3,1.4,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,CJ Abrams,1.5,3,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,CJ Abrams,2.5,10,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,CJ Abrams,3.5,41,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Cal Raleigh,0.5,1.71,2.1,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Cal Raleigh,0.5,1.71,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Cal Raleigh,1.5,5.5,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Cal Raleigh,2.5,23,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Daylen Lile,0.5,1.64,2.25,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Daylen Lile,0.5,1.64,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Daylen Lile,1.5,5,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Daylen Lile,2.5,21,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Daylen Lile,3.5,81,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Donovan Solano,0.5,1.74,2.05,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Donovan Solano,0.5,1.74,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Donovan Solano,1.5,6,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Donovan Solano,2.5,26,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Donovan Solano,3.5,101,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Dylan Moore,0.5,1.86,1.86,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Dylan Moore,0.5,1.86,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Dylan Moore,1.5,6.5,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,Dylan Moore,2.5,34,NA,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,J.P. Crawford,0.5,1.66,2.2,Hits,Bet365
Seattle Mariners v Washington Nationals,Washington Nationals,Seattle Mariners,J.P. Crawford,0.5,1.66,NA,Hits,Bet365
