match,home_team,away_team,start_time,market_name,player_name,player_team,opposition_team,line,over_price,prop_id,agency,original_roster_name
St. Louis Cardinals v Miami Marlins,St. Louis Cardinals,Miami Marlins,2025-07-30 09:15:00,Pitcher Strikeouts,S. Alcantara,NA,NA,6.5,6,781946,TAB,NA
St. Louis Cardinals v Miami Marlins,St. Louis Cardinals,Miami Marlins,2025-07-30 09:15:00,Pitcher Strikeouts,S. Alcantara,NA,NA,7.5,11,781947,TAB,NA
St. Louis Cardinals v Miami Marlins,St. Louis Cardinals,Miami Marlins,2025-07-30 09:15:00,Pitcher Strikeouts,S. Alcantara,NA,NA,8.5,23,781948,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,2.5,1.08,782156,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,3.5,1.25,782157,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,4.5,1.55,782158,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,5.5,2.1,782159,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,6.5,3.1,782160,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,7.5,5,782161,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,8.5,9,782162,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,9.5,19,782163,TAB,NA
Houston Astros v Washington Nationals,Houston Astros,Washington Nationals,2025-07-30 09:40:00,Pitcher Strikeouts,M. Soroka,NA,NA,10.5,41,782164,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,3.5,1.14,782401,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,4.5,1.32,782402,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,5.5,1.65,782403,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,6.5,2.25,782404,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,7.5,3.3,782405,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,8.5,5.25,782406,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,9.5,9,782407,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,10.5,19,782408,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,Y. Kikuchi,NA,NA,11.5,41,782409,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,2.5,1.15,782370,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,3.5,1.4,782371,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,4.5,1.85,782372,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,5.5,2.6,782373,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,6.5,4,782374,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,7.5,7,782375,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,8.5,13,782376,TAB,NA
Los Angeles Angels v Texas Rangers,Los Angeles Angels,Texas Rangers,2025-07-30 11:08:00,Pitcher Strikeouts,P. Corbin,NA,NA,9.5,26,782377,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,R. Bergert,NA,NA,2.5,1.25,782614,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,R. Bergert,NA,NA,3.5,1.58,782615,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,R. Bergert,NA,NA,4.5,2.2,782616,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,R. Bergert,NA,NA,5.5,3.3,782617,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,R. Bergert,NA,NA,6.5,5.5,782618,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,R. Bergert,NA,NA,7.5,11,782619,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,R. Bergert,NA,NA,8.5,26,782620,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,2.5,1.11,782584,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,3.5,1.35,782585,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,4.5,1.75,782586,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,5.5,2.5,782587,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,6.5,3.75,782588,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,7.5,6.5,782589,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,8.5,13,782590,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,9.5,26,782591,TAB,NA
San Diego Padres v New York Mets,San Diego Padres,New York Mets,2025-07-30 11:10:00,Pitcher Strikeouts,S. Manaea,NA,NA,10.5,67,782592,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,2.5,1.11,782828,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,3.5,1.33,782829,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,4.5,1.72,782830,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,5.5,2.4,782831,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,6.5,3.6,782832,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,7.5,6.5,782833,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,8.5,11,782834,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,9.5,26,782835,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,J. Verlander,NA,NA,10.5,51,782836,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,B. Falter,NA,NA,2.5,1.38,782798,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,B. Falter,NA,NA,3.5,1.9,782799,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,B. Falter,NA,NA,4.5,2.9,782800,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,B. Falter,NA,NA,5.5,5.25,782801,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,B. Falter,NA,NA,6.5,10,782802,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,B. Falter,NA,NA,7.5,23,782803,TAB,NA
San Francisco Giants v Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,2025-07-30 11:15:00,Pitcher Strikeouts,B. Falter,NA,NA,8.5,67,782804,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,2.5,1.24,783012,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,3.5,1.58,783013,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,4.5,2.3,783014,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,5.5,3.4,783015,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,6.5,6,783016,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,7.5,11,783017,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,8.5,26,783018,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Evans,NA,NA,9.5,67,783019,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,2.5,1.22,783042,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,3.5,1.55,783043,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,4.5,2.1,783044,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,5.5,3.3,783045,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,6.5,5.5,783046,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,7.5,11,783047,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,8.5,23,783048,TAB,NA
Oakland Athletics v Seattle Mariners,Oakland Athletics,Seattle Mariners,2025-07-30 11:35:00,Pitcher Strikeouts,L. Severino,NA,NA,9.5,51,783049,TAB,NA
