match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,EventKey,MarketKey,OutcomeKey
St. Louis Cardinals v Detroit Tigers,St. Louis Cardinals,Detroit Tigers,Batter Hits,William Contreras,Milwaukee Brewers,0.5,1.4,NA,Pointsbet,St. Louis Cardinals,2285904,87722220,11
St. Louis Cardinals v Detroit Tigers,St. Louis Cardinals,Detroit Tigers,Batter Hits,Willson Contreras,St. Louis Cardinals,0.5,1.4,NA,Pointsbet,Detroit Tigers,2285904,87722220,11
St. Louis Cardinals v Detroit Tigers,St. Louis Cardinals,Detroit Tigers,Batter Hits,Zach Mckinstry,NA,0.5,1.56,NA,Pointsbet,NA,2285904,87722220,27
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Adael Amador,NA,0.5,1.59,NA,Pointsbet,NA,2285969,87707835,33
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Alec Bohm,Philadelphia Phillies,1.5,2.25,NA,Pointsbet,Colorado Rockies,2285969,87707835,11
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Brenton Doyle,Colorado Rockies,0.5,1.44,NA,Pointsbet,Philadelphia Phillies,2285969,87707835,37
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Bryce Harper,Philadelphia Phillies,1.5,2.5,NA,Pointsbet,Colorado Rockies,2285969,87707835,1
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Edmundo Sosa,Philadelphia Phillies,0.5,1.5,NA,Pointsbet,Colorado Rockies,2285969,87707835,43
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Ezequiel Tovar,Colorado Rockies,1.5,2.75,NA,Pointsbet,Philadelphia Phillies,2285969,87707835,27
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Hunter Goodman,Colorado Rockies,0.5,1.36,NA,Pointsbet,Philadelphia Phillies,2285969,87707835,21
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Jordan Beck,Colorado Rockies,0.5,1.42,NA,Pointsbet,Philadelphia Phillies,2285969,87707835,25
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,J.T. Realmuto,Philadelphia Phillies,1.5,2.3,NA,Pointsbet,Colorado Rockies,2285969,87707835,7
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Josh Rojas,NA,0.5,1.59,NA,Pointsbet,NA,2285969,87707835,41
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Johan Rojas,Philadelphia Phillies,0.5,1.59,NA,Pointsbet,Colorado Rockies,2285969,87707835,41
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Jacob Stallings,Colorado Rockies,0.5,1.65,NA,Pointsbet,Philadelphia Phillies,2285969,87707835,39
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Kyle Schwarber,Philadelphia Phillies,0.5,1.36,NA,Pointsbet,Colorado Rockies,2285969,87707835,9
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Mike Toglia,NA,0.5,1.53,NA,Pointsbet,NA,2285969,87707835,35
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Nicholas Castellanos,NA,1.5,2.1,NA,Pointsbet,NA,2285969,87707835,5
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Ryan Mcmahon,NA,0.5,1.59,NA,Pointsbet,NA,2285969,87707835,23
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Tyler Freeman,Colorado Rockies,0.5,1.48,NA,Pointsbet,Philadelphia Phillies,2285969,87707835,15
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Trea Turner,Philadelphia Phillies,1.5,2,NA,Pointsbet,Colorado Rockies,2285969,87707835,3
Colorado Rockies v Philadelphia Phillies,Colorado Rockies,Philadelphia Phillies,Batter Hits,Weston Wilson,NA,0.5,1.69,NA,Pointsbet,NA,2285969,87707835,45
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,NA,NA,1.5,2.6,NA,Pointsbet,NA,2285998,87710510,3
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Drew Waters,NA,0.5,1.85,NA,Pointsbet,NA,2285998,87710510,5
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Heliot Ramos,San Francisco Giants,0.5,1.36,NA,Pointsbet,Kansas City Royals,2285998,87710510,27
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Jonathan India,Kansas City Royals,0.5,1.59,NA,Pointsbet,San Francisco Giants,2285998,87710510,1
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,NA,NA,0.5,1.44,NA,Pointsbet,NA,2285998,87710510,25
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Kyle Isbel,Kansas City Royals,0.5,2,NA,Pointsbet,San Francisco Giants,2285998,87710510,31
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Matt Chapman,San Francisco Giants,0.5,1.48,NA,Pointsbet,Kansas City Royals,2285998,87710510,19
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Maikel Garcia,Kansas City Royals,0.5,1.5,NA,Pointsbet,San Francisco Giants,2285998,87710510,9
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Mike Massey,NA,0.5,1.74,NA,Pointsbet,NA,2285998,87710510,29
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Patrick Bailey,San Francisco Giants,0.5,1.71,NA,Pointsbet,Kansas City Royals,2285998,87710510,15
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Salvador Perez,Kansas City Royals,0.5,1.42,NA,Pointsbet,San Francisco Giants,2285998,87710510,11
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Tyler Fitzgerald,San Francisco Giants,0.5,1.59,NA,Pointsbet,Kansas City Royals,2285998,87710510,23
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Vinnie Pasquantino,Kansas City Royals,0.5,1.53,NA,Pointsbet,San Francisco Giants,2285998,87710510,7
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Willy Adames,San Francisco Giants,0.5,1.63,NA,Pointsbet,Kansas City Royals,2285998,87710510,13
San Francisco Giants v Kansas City Royals,San Francisco Giants,Kansas City Royals,Batter Hits,Wilmer Flores,San Francisco Giants,0.5,1.48,NA,Pointsbet,Kansas City Royals,2285998,87710510,21
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Brent Rooker,Athletics,0.5,1.36,NA,Pointsbet,Los Angeles Angels,2286004,87711375,35
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Jo Adell,Los Angeles Angels,0.5,1.63,NA,Pointsbet,Athletics,2286004,87711375,21
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Jj Bleday,NA,0.5,1.59,NA,Pointsbet,NA,2286004,87711375,17
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Jorge Soler,Los Angeles Angels,0.5,1.48,NA,Pointsbet,Athletics,2286004,87711375,25
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Jacob Wilson,Athletics,1.5,2.4,NA,Pointsbet,Los Angeles Angels,2286004,87711375,3
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Lawrence Butler,Athletics,0.5,1.36,NA,Pointsbet,Los Angeles Angels,2286004,87711375,1
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Logan O'hoppe,NA,0.5,1.56,NA,Pointsbet,NA,2286004,87711375,27
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Luis Rengifo,Los Angeles Angels,0.5,1.5,NA,Pointsbet,Athletics,2286004,87711375,41
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Luis Urias,NA,0.5,1.5,NA,Pointsbet,NA,2286004,87711375,7
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Miguel Andujar,Athletics,0.5,1.36,NA,Pointsbet,Los Angeles Angels,2286004,87711375,11
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Matt Lugo,NA,0.5,1.59,NA,Pointsbet,NA,2286004,87711375,29
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Nick Kurtz,NA,0.5,1.59,NA,Pointsbet,NA,2286004,87711375,5
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Nolan Schanuel,Los Angeles Angels,0.5,1.4,NA,Pointsbet,Athletics,2286004,87711375,31
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Shea Langeliers,Athletics,0.5,1.36,NA,Pointsbet,Los Angeles Angels,2286004,87711375,13
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Tyler Soderstrom,Athletics,0.5,1.42,NA,Pointsbet,Los Angeles Angels,2286004,87711375,9
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Taylor Ward,Los Angeles Angels,0.5,1.42,NA,Pointsbet,Athletics,2286004,87711375,19
Athletics v Los Angeles Angels,Athletics,Los Angeles Angels,Batter Hits,Zachary Neto,NA,0.5,1.44,NA,Pointsbet,NA,2286004,87711375,23
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Andy Pages,Los Angeles Dodgers,0.5,1.56,NA,Pointsbet,Arizona Diamondbacks,2286007,87711553,9
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Alek Thomas,Arizona Diamondbacks,0.5,1.67,NA,Pointsbet,Los Angeles Dodgers,2286007,87711553,17
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Corbin Carroll,Arizona Diamondbacks,0.5,1.48,NA,Pointsbet,Los Angeles Dodgers,2286007,87711553,19
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Eugenio Suarez,NA,0.5,1.53,NA,Pointsbet,NA,2286007,87711553,27
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Freddie Freeman,Los Angeles Dodgers,0.5,1.36,NA,Pointsbet,Arizona Diamondbacks,2286007,87711553,1
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Gabriel Moreno,Arizona Diamondbacks,0.5,1.44,NA,Pointsbet,Los Angeles Dodgers,2286007,87711553,23
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Geraldo Perdomo,Arizona Diamondbacks,0.5,1.77,NA,Pointsbet,Los Angeles Dodgers,2286007,87711553,13
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Ketel Marte,Arizona Diamondbacks,0.5,1.36,NA,Pointsbet,Los Angeles Dodgers,2286007,87711553,15
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,NA,NA,0.5,1.42,NA,Pointsbet,NA,2286007,87711553,21
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Mookie Betts,Los Angeles Dodgers,0.5,1.4,NA,Pointsbet,Arizona Diamondbacks,2286007,87711553,11
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Michael Conforto,Los Angeles Dodgers,0.5,1.69,NA,Pointsbet,Arizona Diamondbacks,2286007,87711553,7
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Max Muncy,Los Angeles Dodgers,0.5,1.71,NA,Pointsbet,Arizona Diamondbacks,2286007,87711553,3
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Max Muncy,Athletics,0.5,1.71,NA,Pointsbet,Los Angeles Dodgers,2286007,87711553,3
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Pavin Smith,Arizona Diamondbacks,0.5,2,NA,Pointsbet,Los Angeles Dodgers,2286007,87711553,25
Los Angeles Dodgers v Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Batter Hits,Shohei Ohtani,Los Angeles Dodgers,1.5,2.75,NA,Pointsbet,Arizona Diamondbacks,2286007,87711553,5
