match,away_team,home_team,player_name,line,over_price,under_price,market_name,agency
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Call,0.5,1.74,2.05,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Call,0.5,1.74,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Call,1.5,3.2,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Call,2.5,5.5,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Call,3.5,8,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Verdugo,0.5,1.4,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Verdugo,1.5,2.45,1.55,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Verdugo,1.5,2.45,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Verdugo,2.5,4.25,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Alex Verdugo,3.5,6.5,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Austin Riley,0.5,1.33,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Austin Riley,1.5,1.86,1.86,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Austin Riley,1.5,1.86,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Austin Riley,2.5,2.6,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,Austin Riley,3.5,3.2,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,CJ Abrams,0.5,1.52,NA,Total Bases,Bet365
Washington Nationals v Atlanta Braves,Atlanta Braves,Washington Nationals,CJ Abrams,1.5,2.5,1.54,Total Bases,Bet365
