match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Aaron Judge,New York Yankees,Boston Red Sox,0.5,2.25,NA,801565,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Juan Soto,New York Yankees,Boston Red Sox,0.5,3.1,NA,801566,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Ben Rice,New York Yankees,Boston Red Sox,0.5,4,NA,801567,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Austin Wells,New York Yankees,Boston Red Sox,0.5,4.5,NA,801568,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Trent Grisham,New York Yankees,Boston Red Sox,0.5,5,NA,801570,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Alex Verdugo,New York Yankees,Boston Red Sox,0.5,5.25,NA,801571,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Anthony Volpe,New York Yankees,Boston Red Sox,0.5,6.5,NA,801572,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,DJ LeMahieu,New York Yankees,Boston Red Sox,0.5,7,NA,801573,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Rafael Devers,Boston Red Sox,New York Yankees,0.5,3.75,NA,801574,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Wilyer Abreu,Boston Red Sox,New York Yankees,0.5,4.75,NA,801575,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Jarren Duran,Boston Red Sox,New York Yankees,0.5,5,NA,801576,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Dominic Smith,Boston Red Sox,New York Yankees,0.5,6,NA,801578,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Ceddanne Rafaela,Boston Red Sox,New York Yankees,0.5,6.5,NA,801580,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,David Hamilton,Boston Red Sox,New York Yankees,0.5,7,NA,801581,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Connor Wong,Boston Red Sox,New York Yankees,0.5,7,NA,801579,NA,TAB
New York Yankees v Boston Red Sox,New York Yankees,Boston Red Sox,Player Home Runs,Masataka Yoshida,Boston Red Sox,New York Yankees,0.5,7.5,NA,801582,NA,TAB
