id,name,rot_num,line_id,price,handicap,selection,home_team,away_team
1610103611,Under,959,5010336948,2.18,1.5,Bryce Harper (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103616,Over,958,5010312651,2.25,2.5,Nick Castellanos (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103617,Under,959,5010312652,1.598,2.5,Nick Castellanos (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103649,Over,958,5010312673,1.854,1.5,Kyle Schwarber (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103650,Under,959,5010312674,1.884,1.5,Kyle Schwarber (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103652,Over,958,5010312675,1.769,1.5,Alec Bohm (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103653,Under,959,5010312676,1.98,1.5,Alec Bohm (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103655,Over,958,5010312681,2.32,1.5,Johan Rojas (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103656,Under,959,5010312682,1.564,1.5,Johan Rojas (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103643,Over,958,5010035199,1.833,0.5,Weston Wilson (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103644,Under,959,5010035200,1.909,0.5,Weston Wilson (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103637,Over,958,5010313514,2.2,2.5,Trea Turner (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103638,Under,959,5010313515,1.621,2.5,Trea Turner (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103640,Over,958,5010312667,2.09,1.5,Edmundo Sosa (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103641,Under,959,5010312668,1.689,1.5,Edmundo Sosa (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103622,Over,958,5010312655,1.729,1.5,J.T. Realmuto (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610103623,Under,959,5010312656,2.04,1.5,J.T. Realmuto (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610104179,Over,980,5010221623,1.8,1.5,Jackson Merrill (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104180,Under,981,5010221624,1.943,1.5,Jackson Merrill (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104161,Over,980,5010279354,1.724,1.5,Fernando Tatis Jr. (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104162,Under,981,5010279355,2.04,1.5,Fernando Tatis Jr. (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104155,Over,980,5010280741,1.531,0.5,Gavin Sheets (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104156,Under,981,5010280742,2.4,0.5,Gavin Sheets (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104146,Over,980,5010280705,2.5,1.5,Xander Bogaerts (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104147,Under,981,5010280706,1.495,1.5,Xander Bogaerts (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104149,Over,980,5010280737,1.526,0.5,Jake Cronenworth (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104150,Under,981,5010280738,2.41,0.5,Jake Cronenworth (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104152,Over,980,5010280739,2.03,1.5,Luis Arraez (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104153,Under,981,5010280740,1.729,1.5,Luis Arraez (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104137,Over,980,5010280695,2.38,0.5,Martín Maldonado (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104138,Under,981,5010280696,1.537,0.5,Martín Maldonado (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104140,Over,980,5010287625,1.704,0.5,Jason Heyward (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104141,Under,981,5010287626,2.06,0.5,Jason Heyward (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104143,Over,980,5010279350,2.07,1.5,Manny Machado (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610104144,Under,981,5010279351,1.704,1.5,Manny Machado (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610106228,Over,958,5010312693,1.8,1.5,Hunter Goodman (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106229,Under,959,5010312694,1.952,1.5,Hunter Goodman (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106219,Over,958,5009978799,1.884,1.5,Jordan Beck (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106220,Under,959,5009978800,1.854,1.5,Jordan Beck (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106222,Over,958,5010313516,1.606,0.5,Adael Amador (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106223,Under,959,5010313517,2.23,0.5,Adael Amador (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106204,Over,958,5010312679,1.826,1.5,Ezequiel Tovar (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106205,Under,959,5010312680,1.917,1.5,Ezequiel Tovar (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106208,Under,959,5010312684,1.689,1.5,Brenton Doyle (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106207,Over,958,5010312683,2.09,1.5,Brenton Doyle (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106195,Over,958,5010312677,2.28,1.5,Mickey Moniak (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106196,Under,959,5010312678,1.584,1.5,Mickey Moniak (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106189,Over,958,5010035193,1.613,0.5,Nick Martini (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106190,Under,959,5010035194,2.22,0.5,Nick Martini (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106192,Over,958,5010312669,2.31,1.5,Ryan McMahon (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106193,Under,959,5010312670,1.571,1.5,Ryan McMahon (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610106281,Over,968,5010218781,1.609,0.5,DJ LeMahieu (Total Bases)(must start),New York Yankees,Texas Rangers
1610106282,Under,969,5010218782,2.22,0.5,DJ LeMahieu (Total Bases)(must start),New York Yankees,Texas Rangers
1610106314,Over,968,5010186733,1.657,0.5,Anthony Volpe (Total Bases)(must start),New York Yankees,Texas Rangers
1610106315,Under,969,5010186734,2.14,0.5,Anthony Volpe (Total Bases)(must start),New York Yankees,Texas Rangers
1610106317,Over,968,5010244886,1.628,0.5,Ben Rice (Total Bases)(must start),New York Yankees,Texas Rangers
1610106318,Under,969,5010244887,2.18,0.5,Ben Rice (Total Bases)(must start),New York Yankees,Texas Rangers
1610106302,Over,968,5010057110,1.751,0.5,Trent Grisham (Total Bases)(must start),New York Yankees,Texas Rangers
1610106303,Under,969,5010057111,2.0,0.5,Trent Grisham (Total Bases)(must start),New York Yankees,Texas Rangers
1610106288,Over,968,5010186709,2.25,1.5,Aaron Judge (Total Bases)(must start),New York Yankees,Texas Rangers
1610106289,Under,969,5010186710,1.598,1.5,Aaron Judge (Total Bases)(must start),New York Yankees,Texas Rangers
1610106306,Over,968,5010186725,1.813,0.5,Austin Wells (Total Bases)(must start),New York Yankees,Texas Rangers
1610106307,Under,969,5010186726,1.925,0.5,Austin Wells (Total Bases)(must start),New York Yankees,Texas Rangers
1610106309,Over,968,5010186731,2.39,0.5,Jorbit Vivas (Total Bases)(must start),New York Yankees,Texas Rangers
1610106310,Under,969,5010186732,1.537,0.5,Jorbit Vivas (Total Bases)(must start),New York Yankees,Texas Rangers
1610106296,Over,968,5010186717,1.641,0.5,Cody Bellinger (Total Bases)(must start),New York Yankees,Texas Rangers
1610106297,Under,969,5010186718,2.17,0.5,Cody Bellinger (Total Bases)(must start),New York Yankees,Texas Rangers
1610108666,Over,968,5010186723,1.595,0.5,Sam Haggerty (Total Bases)(must start),New York Yankees,Texas Rangers
1610108667,Under,969,5010186724,2.26,0.5,Sam Haggerty (Total Bases)(must start),New York Yankees,Texas Rangers
1610108669,Over,968,5010048553,1.537,0.5,Adolis García (Total Bases)(must start),New York Yankees,Texas Rangers
1610108670,Under,969,5010048554,2.36,0.5,Adolis García (Total Bases)(must start),New York Yankees,Texas Rangers
1610108672,Over,968,5010186727,1.588,0.5,Jake Burger (Total Bases)(must start),New York Yankees,Texas Rangers
1610108673,Under,969,5010186728,2.27,0.5,Jake Burger (Total Bases)(must start),New York Yankees,Texas Rangers
